"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2010- 03- 09","1,122.90","1,124.50","1,124.50","1,112.60","0.22K","-0.15%"
"2010- 03- 08","1,124.60","1,137.80","1,137.80","1,120.50","0.24K","-0.99%"
"2010- 03- 05","1,135.80","1,133.90","1,141.00","1,132.60","0.31K","0.19%"
"2010- 03- 04","1,133.70","1,138.00","1,141.70","1,127.40","0.04K","-0.89%"
"2010- 03- 03","1,143.90","1,134.30","1,145.80","1,133.90","0.05K","0.52%"
"2010- 03- 02","1,138.00","1,117.20","1,137.70","1,117.20","0.17K","1.71%"
"2010- 03- 01","1,118.90","1,118.60","1,121.10","1,114.50","0.08K","-0.05%"
"2010- 02- 26","1,119.50","1,115.90","1,117.50","1,115.90","0.00K","0.99%"
"2010- 02- 25","1,108.50","1,096.20","1,110.00","1,088.50","206.76K","1.03%"
"2010- 02- 24","1,097.20","1,103.50","1,108.80","1,090.20","176.13K","-0.54%"
"2010- 02- 23","1,103.20","1,114.10","1,121.70","1,099.60","161.29K","-0.89%"
"2010- 02- 22","1,113.10","1,122.10","1,131.50","1,110.00","137.55K","-0.80%"
"2010- 02- 19","1,122.10","1,108.40","1,127.40","1,099.30","170.95K","0.30%"
"2010- 02- 18","1,118.70","1,108.30","1,124.80","1,098.10","188.71K","-0.12%"
"2010- 02- 17","1,120.10","1,119.80","1,128.70","1,105.50","172.89K","0.03%"
"2010- 02- 16","1,119.80","1,093.70","1,121.90","1,092.00","179.06K","0.00%"
"2010- 02- 15","1,119.80","1,093.70","1,121.90","1,092.00","179.06K","2.73%"
"2010- 02- 12","1,090.00","1,094.60","1,097.70","1,078.10","153.31K","-0.43%"
"2010- 02- 11","1,094.70","1,073.80","1,098.40","1,072.90","188.05K","1.71%"
"2010- 02- 10","1,076.30","1,078.60","1,083.00","1,063.10","163.92K","-0.08%"
"2010- 02- 09","1,077.20","1,062.40","1,083.80","1,062.10","184.39K","1.03%"
"2010- 02- 08","1,066.20","1,068.30","1,074.30","1,061.80","142.16K","1.27%"
"2010- 02- 05","1,052.80","1,065.70","1,069.40","1,044.50","253.58K","-0.96%"
"2010- 02- 04","1,063.00","1,110.10","1,112.00","1,059.00","280.75K","-4.41%"
"2010- 02- 03","1,112.00","1,115.80","1,126.40","1,107.50","158.61K","-0.54%"
"2010- 02- 02","1,118.00","1,107.30","1,119.90","1,099.50","154.49K","1.18%"
"2010- 02- 01","1,105.00","1,081.90","1,108.80","1,077.20","162.34K","1.96%"
"2010- 01- 29","1,083.80","1,087.00","1,091.40","1,075.00","182.59K","-0.09%"
"2010- 01- 28","1,084.80","1,087.00","1,096.90","1,074.40","211.38K","-0.03%"
"2010- 01- 27","1,085.10","1,100.50","1,102.00","1,083.50","1.78K","-1.26%"
"2010- 01- 26","1,098.90","1,098.90","1,103.60","1,086.00","1.22K","0.24%"
"2010- 01- 25","1,096.30","1,095.10","1,104.50","1,093.50","1.45K","0.55%"
"2010- 01- 22","1,090.30","1,095.60","1,098.70","1,082.50","0.79K","-1.21%"
"2010- 01- 21","1,103.70","1,114.10","1,117.60","1,089.70","0.83K","-0.84%"
"2010- 01- 20","1,113.10","1,139.90","1,141.20","1,107.70","0.83K","-2.41%"
"2010- 01- 19","1,140.60","1,136.00","1,140.50","1,129.50","1.09K","0.05%"
"2010- 01- 18","1,140.00","1,130.70","1,140.70","1,127.50","188.03K","0.78%"
"2010- 01- 15","1,131.20","1,140.10","1,141.30","1,127.80","0.31K","-1.09%"
"2010- 01- 14","1,143.70","1,142.90","1,146.70","1,132.90","0.36K","0.55%"
"2010- 01- 13","1,137.50","1,130.60","1,139.10","1,119.50","0.69K","0.65%"
"2010- 01- 12","1,130.10","1,149.00","1,157.70","1,125.60","0.20K","-1.91%"
"2010- 01- 11","1,152.10","1,142.30","1,162.50","1,142.30","0.11K","1.10%"
"2010- 01- 08","1,139.60","1,129.50","1,140.40","1,121.00","0.15K","0.46%"
"2010- 01- 07","1,134.40","1,139.10","1,139.10","1,130.30","0.11K","-0.25%"
"2010- 01- 06","1,137.20","1,119.40","1,140.90","1,119.40","0.12K","1.59%"
"2010- 01- 05","1,119.40","1,122.50","1,128.10","1,116.60","0.10K","0.04%"
"2010- 01- 04","1,119.00","1,095.00","1,124.80","1,095.00","0.14K","2.01%"
"2009- 12- 31","1,096.90","1,105.40","1,106.00","1,097.70","0.02K","0.40%"
"2009- 12- 30","1,092.50","1,098.50","1,098.70","1,086.60","91.65K","-0.51%"
"2009- 12- 29","1,098.10","1,108.90","1,109.20","1,097.10","97.22K","-0.88%"
"2009- 12- 28","1,107.90","1,108.00","1,114.50","1,102.10","73.19K","0.28%"
"2009- 12- 24","1,104.80","1,088.60","1,106.90","1,088.30","56.91K","0.99%"
"2009- 12- 23","1,094.00","1,084.50","1,096.80","1,080.10","99.75K","0.67%"
"2009- 12- 22","1,086.70","1,092.70","1,098.20","1,075.20","182.49K","-0.85%"
"2009- 12- 21","1,096.00","1,111.90","1,120.80","1,090.80","137.63K","-1.39%"
"2009- 12- 18","1,111.50","1,099.00","1,118.10","1,097.40","171.60K","0.37%"
"2009- 12- 17","1,107.40","1,138.70","1,142.90","1,095.70","236.02K","-2.53%"
"2009- 12- 16","1,136.20","1,125.70","1,142.50","1,122.40","159.46K","1.18%"
"2009- 12- 15","1,123.00","1,128.20","1,130.00","1,112.00","154.05K","-0.07%"
"2009- 12- 14","1,123.80","1,114.60","1,128.90","1,111.70","133.52K","0.35%"
"2009- 12- 11","1,119.90","1,133.30","1,143.40","1,110.20","215.76K","-0.56%"
"2009- 12- 10","1,126.20","1,130.10","1,137.70","1,121.80","164.03K","0.47%"
"2009- 12- 09","1,120.90","1,129.50","1,148.40","1,117.00","263.93K","-1.97%"
"2009- 12- 08","1,143.40","1,159.80","1,170.20","1,125.30","239.29K","-1.77%"
"2009- 12- 07","1,164.00","1,160.30","1,166.20","1,136.10","276.34K","-0.47%"
"2009- 12- 04","1,169.50","1,208.70","1,213.90","1,147.40","366.08K","-4.01%"
"2009- 12- 03","1,218.30","1,216.50","1,227.50","1,205.20","222.90K","0.44%"
"2009- 12- 02","1,213.00","1,197.00","1,218.40","1,196.50","191.90K","1.07%"
"2009- 12- 01","1,200.20","1,181.40","1,204.00","1,176.40","173.62K","1.51%"
"2009- 11- 30","1,182.30","1,182.00","1,185.00","1,165.00","174.37K","0.58%"
"2009- 11- 27","1,175.50","1,194.60","1,196.80","1,135.80","275.93K","0.00%"
"2009- 11- 26","1,175.50","1,194.60","1,196.80","1,135.80","275.93K","-1.05%"
"2009- 11- 25","1,188.00","1,171.20","1,193.50","1,168.00","0.64K","1.82%"
"2009- 11- 24","1,166.80","1,165.80","1,171.90","1,159.20","0.62K","0.09%"
"2009- 11- 23","1,165.70","1,158.90","1,174.90","1,157.70","1.32K","1.58%"
"2009- 11- 20","1,147.60","1,145.60","1,152.20","1,134.00","0.14K","0.43%"
"2009- 11- 19","1,142.70","1,144.00","1,146.30","1,131.20","0.26K","0.06%"
"2009- 11- 18","1,142.00","1,138.10","1,154.30","1,137.70","0.27K","0.16%"
"2009- 11- 17","1,140.20","1,140.00","1,142.40","1,128.90","0.19K","0.02%"
"2009- 11- 16","1,140.00","1,138.10","1,154.30","1,137.70","0.16K","2.02%"
"2009- 11- 13","1,117.40","1,104.40","1,120.20","1,103.00","0.13K","0.91%"
"2009- 11- 12","1,107.30","1,121.40","1,122.70","1,105.10","0.07K","-0.72%"
"2009- 11- 11","1,115.30","1,107.50","1,119.20","1,107.50","0.06K","1.10%"
"2009- 11- 10","1,103.20","1,103.30","1,106.50","1,098.50","0.01K","0.10%"
"2009- 11- 09","1,102.10","1,100.30","1,111.50","1,100.30","0.05K","0.52%"
"2009- 11- 06","1,096.40","1,095.40","1,100.10","1,095.40","0.01K","0.60%"
"2009- 11- 05","1,089.90","1,092.00","1,094.00","1,090.00","0.01K","0.18%"
"2009- 11- 04","1,087.90","1,092.90","1,096.60","1,087.80","0.01K","0.22%"
"2009- 11- 03","1,085.50","1,085.50","1,085.50","1,085.50","208.68K","2.93%"
"2009- 11- 02","1,054.60","1,054.60","1,054.60","1,054.60","132.63K","1.32%"
"2009- 10- 30","1,040.90","1,040.90","1,040.90","1,040.90","129.46K","-0.59%"
"2009- 10- 29","1,047.10","1,027.70","1,048.40","1,026.90","130.08K","1.61%"
"2009- 10- 28","1,030.50","1,040.00","1,042.60","1,026.90","152.92K","-0.47%"
"2009- 10- 27","1,035.40","1,038.50","1,044.30","1,032.90","153.19K","-0.71%"
"2009- 10- 26","1,042.80","1,055.50","1,060.80","1,038.10","162.32K","-1.29%"
"2009- 10- 23","1,056.40","1,061.10","1,068.80","1,050.40","153.87K","-0.21%"
"2009- 10- 22","1,058.60","1,059.50","1,062.70","1,052.00","110.65K","-0.55%"
"2009- 10- 21","1,064.50","1,055.80","1,065.70","1,048.10","140.36K","0.56%"
"2009- 10- 20","1,058.60","1,065.00","1,069.00","1,052.60","122.57K","0.05%"
"2009- 10- 19","1,058.10","1,053.50","1,065.80","1,048.60","94.79K","0.63%"
"2009- 10- 16","1,051.50","1,051.00","1,057.90","1,043.70","121.67K","0.09%"
"2009- 10- 15","1,050.60","1,063.30","1,066.80","1,046.20","151.36K","-1.32%"
"2009- 10- 14","1,064.70","1,065.30","1,072.00","1,056.50","134.28K","-0.03%"
"2009- 10- 13","1,065.00","1,055.00","1,069.70","1,052.20","141.18K","0.71%"
"2009- 10- 12","1,057.50","1,050.00","1,060.50","1,048.00","74.33K","0.85%"
"2009- 10- 09","1,048.60","1,055.90","1,056.70","1,044.70","122.70K","-0.73%"
"2009- 10- 08","1,056.30","1,045.70","1,062.70","1,043.80","204.45K","1.14%"
"2009- 10- 07","1,044.40","1,042.70","1,049.70","1,037.80","140.68K","0.45%"
"2009- 10- 06","1,039.70","1,017.80","1,045.00","1,016.60","223.54K","2.15%"
"2009- 10- 05","1,017.80","1,004.00","1,018.90","1,001.60","103.25K","1.34%"
"2009- 10- 02","1,004.30","999.00","1,008.80","987.00","141.25K","0.36%"
"2009- 10- 01","1,000.70","1,008.30","1,011.10","998.60","113.35K","-0.85%"
"2009- 09- 30","1,009.30","994.00","1,010.80","992.70","142.14K","1.50%"
"2009- 09- 29","994.40","992.60","997.20","986.10","105.19K","0.08%"
"2009- 09- 28","993.60","994.80","997.30","988.00","0.29K","0.25%"
"2009- 09- 25","991.10","993.60","998.10","987.60","0.42K","-0.72%"
"2009- 09- 24","998.30","1,012.50","1,018.50","991.40","0.17K","-1.53%"
"2009- 09- 23","1,013.80","1,019.40","1,019.40","1,007.80","0.08K","-0.11%"
"2009- 09- 22","1,014.90","1,005.40","1,020.10","1,005.40","0.16K","1.05%"
"2009- 09- 21","1,004.40","1,005.30","1,006.10","997.20","0.10K","-0.54%"
"2009- 09- 18","1,009.90","1,013.40","1,013.50","1,007.00","0.01K","-0.32%"
"2009- 09- 17","1,013.10","1,017.40","1,020.90","1,014.00","0.05K","-0.65%"
"2009- 09- 16","1,019.70","1,011.50","1,020.20","1,011.50","0.10K","1.38%"
"2009- 09- 15","1,005.80","999.20","1,010.70","999.20","0.05K","0.52%"
"2009- 09- 14","1,000.60","1,006.40","1,008.50","1,003.40","0.02K","-0.52%"
"2009- 09- 11","1,005.80","1,003.50","1,011.70","1,000.30","0.05K","0.96%"
"2009- 09- 10","996.20","996.20","996.20","996.20","0.03K","-0.03%"
"2009- 09- 09","996.50","1,000.80","1,000.90","990.00","0.05K","-0.26%"
"2009- 09- 08","999.10","999.10","999.10","999.10","0.05K","-0.07%"
"2009- 09- 07","999.80","996.90","1,009.70","992.60","165.00K","0.38%"
"2009- 09- 04","996.00","991.90","995.70","987.60","0.02K","-0.09%"
"2009- 09- 03","996.90","983.40","997.70","982.90","0.02K","1.96%"
"2009- 09- 02","977.70","960.00","972.80","960.00","0.01K","2.29%"
"2009- 09- 01","955.80","950.60","950.60","950.50","0.01K","0.31%"
"2009- 08- 31","952.80","952.80","952.80","952.80","73.13K","-0.63%"
"2009- 08- 28","958.80","949.50","964.60","949.50","87.23K","1.35%"
"2009- 08- 27","946.00","945.50","950.80","941.50","2.51K","0.16%"
"2009- 08- 26","944.50","943.90","950.30","940.00","3.49K","-0.02%"
"2009- 08- 25","944.70","943.30","955.00","942.90","3.88K","0.24%"
"2009- 08- 24","942.40","953.90","957.30","934.70","3.39K","-1.15%"
"2009- 08- 21","953.40","941.20","958.50","938.20","5.01K","1.36%"
"2009- 08- 20","940.60","944.60","946.20","937.60","2.46K","-0.33%"
"2009- 08- 19","943.70","939.60","945.60","932.30","4.25K","0.59%"
"2009- 08- 18","938.20","934.10","940.60","934.10","2.68K","0.36%"
"2009- 08- 17","934.80","947.90","949.00","930.20","6.83K","-1.35%"
"2009- 08- 14","947.60","957.80","960.20","942.50","3.33K","-0.82%"
"2009- 08- 13","955.40","949.00","962.00","949.00","5.40K","0.42%"
"2009- 08- 12","951.40","947.20","953.20","941.00","4.20K","0.52%"
"2009- 08- 11","946.50","946.90","950.70","942.50","3.88K","0.07%"
"2009- 08- 10","945.80","953.60","958.00","943.00","7.57K","-1.28%"
"2009- 08- 07","958.10","964.00","966.50","954.30","4.67K","-0.35%"
"2009- 08- 06","961.50","964.40","972.70","957.00","11.52K","-0.36%"
"2009- 08- 05","965.00","968.80","969.50","960.00","4.61K","-0.35%"
"2009- 08- 04","968.40","957.60","971.20","951.80","5.74K","1.14%"
"2009- 08- 03","957.50","954.80","965.70","953.00","9.17K","0.31%"
"2009- 07- 31","954.50","936.70","958.50","932.60","11.40K","1.98%"
"2009- 07- 30","936.00","930.30","938.00","929.80","8.13K","0.86%"
"2009- 07- 29","928.00","937.70","940.40","926.00","0.34K","-1.28%"
"2009- 07- 28","940.00","954.20","957.20","935.00","0.58K","-1.49%"
"2009- 07- 27","954.20","951.10","959.30","949.20","0.14K","0.04%"
"2009- 07- 24","953.80","948.00","954.70","948.00","0.05K","-0.18%"
"2009- 07- 23","955.50","952.70","958.30","949.40","0.29K","0.16%"
"2009- 07- 22","954.00","949.60","953.70","946.00","0.05K","0.68%"
"2009- 07- 21","947.60","949.00","954.40","947.30","0.07K","-0.19%"
"2009- 07- 20","949.40","942.80","955.40","942.80","0.34K","1.20%"
"2009- 07- 17","938.10","937.60","940.00","932.70","0.12K","0.22%"
"2009- 07- 16","936.00","938.70","938.70","934.20","0.01K","-0.43%"
"2009- 07- 15","940.00","935.10","941.30","935.00","0.04K","1.79%"
"2009- 07- 14","923.50","922.10","927.90","922.00","0.03K","0.03%"
"2009- 07- 13","923.20","913.60","923.70","909.00","0.06K","1.10%"
"2009- 07- 10","913.20","912.30","913.20","911.30","0.05K","-0.40%"
"2009- 07- 09","916.90","910.00","916.90","910.00","0.03K","0.76%"
"2009- 07- 08","910.00","921.00","921.80","905.80","0.04K","-2.12%"
"2009- 07- 07","929.70","927.50","929.30","923.40","0.07K","0.52%"
"2009- 07- 06","924.90","924.40","933.90","922.40","0.04K","0.06%"
"2009- 07- 03","924.30","932.00","932.40","920.30","79.79K","-0.78%"
"2009- 07- 02","931.60","933.80","934.50","933.80","0.02K","-1.10%"
"2009- 07- 01","942.00","942.00","942.00","942.00","97.42K","1.50%"
"2009- 06- 30","928.10","928.10","928.10","928.10","102.29K","-1.34%"
"2009- 06- 29","940.70","940.70","943.20","933.60","57.11K","-0.03%"
"2009- 06- 26","941.00","940.10","949.00","936.60","73.58K","0.16%"
"2009- 06- 25","939.50","932.00","940.40","930.30","76.94K","0.55%"
"2009- 06- 24","934.40","926.40","944.40","922.80","116.25K","1.09%"
"2009- 06- 23","924.30","922.50","927.40","913.20","91.90K","0.36%"
"2009- 06- 22","921.00","935.10","935.60","918.30","96.76K","-1.62%"
"2009- 06- 19","936.20","934.00","939.70","931.50","57.56K","0.17%"
"2009- 06- 18","934.60","940.00","944.00","930.50","78.32K","-0.15%"
"2009- 06- 17","936.00","935.40","941.10","928.40","87.65K","0.41%"
"2009- 06- 16","932.20","928.80","940.60","927.70","76.59K","0.51%"
"2009- 06- 15","927.50","940.30","940.30","926.50","91.53K","-1.40%"
"2009- 06- 12","940.70","956.30","959.20","936.20","103.11K","-2.21%"
"2009- 06- 11","962.00","955.60","963.20","942.50","111.28K","0.76%"
"2009- 06- 10","954.70","955.80","966.70","947.50","107.07K","0.00%"
"2009- 06- 09","954.70","951.80","964.50","948.30","88.84K","0.23%"
"2009- 06- 08","952.50","956.30","961.10","943.80","95.71K","-1.05%"
"2009- 06- 05","962.60","981.40","985.00","953.80","150.85K","-2.01%"
"2009- 06- 04","982.30","964.00","983.40","962.00","115.37K","1.73%"
"2009- 06- 03","965.60","983.20","992.10","961.50","127.90K","-1.91%"
"2009- 06- 02","984.40","976.90","988.30","970.50","88.68K","0.45%"
"2009- 06- 01","980.00","981.00","990.20","974.10","94.73K","-0.03%"
"2009- 05- 29","980.30","960.80","982.00","960.40","102.47K","1.78%"
"2009- 05- 28","963.20","950.20","966.70","945.80","121.23K","0.92%"
"2009- 05- 27","954.40","952.80","960.60","948.40","0.62K","0.01%"
"2009- 05- 26","954.30","958.70","960.00","942.70","0.62K","0.10%"
"2009- 05- 25","953.30","957.60","960.10","936.60","166.71K","-0.67%"
"2009- 05- 22","959.70","953.50","963.00","951.30","0.33K","0.81%"
"2009- 05- 21","952.00","938.30","955.70","937.00","0.38K","1.47%"
"2009- 05- 20","938.20","926.90","941.20","926.70","0.45K","1.15%"
"2009- 05- 19","927.50","919.20","930.70","919.20","0.41K","0.55%"
"2009- 05- 18","922.40","930.40","934.60","916.80","0.33K","-1.02%"
"2009- 05- 15","931.90","926.10","935.10","925.10","0.09K","0.30%"
"2009- 05- 14","929.10","926.00","929.40","924.40","0.06K","0.26%"
"2009- 05- 13","926.70","926.60","929.70","918.60","0.05K","0.22%"
"2009- 05- 12","924.70","914.40","924.20","913.90","0.75K","1.13%"
"2009- 05- 11","914.40","918.40","918.60","911.30","0.08K","-0.14%"
"2009- 05- 08","915.70","915.40","919.00","910.50","0.13K","-0.08%"
"2009- 05- 07","916.40","912.40","927.00","910.00","0.17K","0.50%"
"2009- 05- 06","911.80","902.40","912.00","902.20","0.03K","0.74%"
"2009- 05- 05","905.10","912.00","917.00","898.70","0.09K","0.23%"
"2009- 05- 04","903.00","888.30","907.90","888.20","0.02K","1.57%"
"2009- 05- 01","889.00","888.60","890.30","886.30","0.01K","-0.34%"
"2009- 04- 30","892.00","892.00","892.00","892.00","81.60K","-0.94%"
"2009- 04- 29","900.50","894.00","904.00","888.30","69.35K","0.77%"
"2009- 04- 28","893.60","907.20","907.70","884.60","81.05K","-1.61%"
"2009- 04- 27","908.20","915.00","919.70","905.80","59.47K","-0.65%"
"2009- 04- 24","914.10","905.50","915.40","904.20","74.41K","0.83%"
"2009- 04- 23","906.60","891.30","910.40","890.50","90.67K","1.58%"
"2009- 04- 22","892.50","884.80","894.80","882.80","59.58K","1.11%"
"2009- 04- 21","882.70","886.50","896.40","879.50","73.22K","-0.54%"
"2009- 04- 20","887.50","870.20","889.70","865.60","75.86K","2.26%"
"2009- 04- 17","867.90","876.90","877.90","865.60","75.75K","-1.35%"
"2009- 04- 16","879.80","893.00","895.00","873.00","80.70K","-1.53%"
"2009- 04- 15","893.50","891.20","902.10","886.20","56.03K","0.17%"
"2009- 04- 14","892.00","894.20","899.70","887.10","57.46K","-0.42%"
"2009- 04- 13","895.80","882.90","901.20","882.90","47.87K","1.42%"
"2009- 04- 09","883.30","882.60","887.80","876.00","53.69K","-0.29%"
"2009- 04- 08","885.90","884.60","891.70","879.20","79.89K","0.29%"
"2009- 04- 07","883.30","870.10","886.90","870.10","68.27K","1.20%"
"2009- 04- 06","872.80","898.00","899.50","865.00","123.65K","-2.73%"
"2009- 04- 03","897.30","905.00","911.80","892.50","100.97K","-1.28%"
"2009- 04- 02","908.90","929.10","931.80","896.10","154.08K","-2.03%"
"2009- 04- 01","927.70","920.00","935.80","918.60","84.43K","0.29%"
"2009- 03- 31","925.00","919.30","926.90","913.60","93.01K","0.80%"
"2009- 03- 30","917.70","926.00","934.70","910.40","114.01K","-0.69%"
"2009- 03- 27","924.10","935.20","936.40","920.40","0.52K","-1.79%"
"2009- 03- 26","940.90","934.70","945.00","933.70","0.40K","0.45%"
"2009- 03- 25","936.70","929.00","941.00","917.00","0.31K","1.30%"
"2009- 03- 24","924.70","945.00","945.00","919.00","0.32K","-3.05%"
"2009- 03- 23","953.80","958.00","958.00","937.50","0.92K","-0.38%"
"2009- 03- 20","957.40","957.00","966.80","948.60","0.25K","-0.26%"
"2009- 03- 19","959.90","939.20","962.60","928.60","0.44K","7.83%"
"2009- 03- 18","890.20","917.60","954.50","884.70","0.36K","-3.02%"
"2009- 03- 17","917.90","924.80","924.80","915.00","0.05K","-0.56%"
"2009- 03- 16","923.10","928.50","928.50","917.70","0.06K","-0.87%"
"2009- 03- 13","931.20","925.50","937.70","923.00","0.03K","0.67%"
"2009- 03- 12","925.00","913.00","929.80","910.00","0.04K","1.46%"
"2009- 03- 11","911.70","901.20","913.80","901.20","0.01K","1.65%"
"2009- 03- 10","896.90","918.40","918.40","899.00","0.01K","-2.40%"
"2009- 03- 09","919.00","948.60","948.60","937.40","0.02K","-2.62%"
"2009- 03- 06","943.70","943.70","943.70","943.70","107.51K","1.60%"
"2009- 03- 05","928.80","928.80","928.80","928.80","105.85K","2.34%"
"2009- 03- 04","907.60","902.00","902.00","902.00","0.00K","-0.74%"
"2009- 03- 03","914.40","914.40","914.40","914.40","130.26K","-2.83%"
"2009- 03- 02","941.00","941.00","941.00","941.00","124.35K","-0.26%"
"2009- 02- 27","943.50","943.50","943.50","943.50","0.20K","0.10%"
"2009- 02- 26","942.60","953.60","957.60","932.20","133.18K","-2.44%"
"2009- 02- 25","966.20","962.50","979.70","945.20","140.32K","-0.34%"
"2009- 02- 24","969.50","992.10","997.00","960.20","156.17K","-2.56%"
"2009- 02- 23","995.00","994.30","999.60","976.20","111.09K","-0.72%"
"2009- 02- 20","1,002.20","973.20","1,007.70","971.50","163.17K","2.63%"
"2009- 02- 19","976.50","987.00","987.90","969.50","116.16K","-0.17%"
"2009- 02- 18","978.20","970.20","988.70","961.60","117.78K","1.11%"
"2009- 02- 17","967.50","940.80","975.40","937.30","137.89K","0.00%"
"2009- 02- 16","967.50","942.80","975.40","937.30","137.89K","2.69%"
"2009- 02- 13","942.20","946.60","946.90","933.00","77.27K","-0.74%"
"2009- 02- 12","949.20","939.40","954.00","936.50","124.89K","0.50%"
"2009- 02- 11","944.50","916.20","949.00","912.00","172.83K","3.31%"
"2009- 02- 10","914.20","895.90","919.70","892.00","114.81K","2.40%"
"2009- 02- 09","892.80","913.40","913.40","891.90","81.74K","-2.35%"
"2009- 02- 06","914.30","915.20","921.90","905.40","77.40K","0.01%"
"2009- 02- 05","914.20","906.40","926.30","903.40","100.19K","1.33%"
"2009- 02- 04","902.20","901.10","910.90","896.20","75.62K","1.09%"
"2009- 02- 03","892.50","904.40","914.30","890.30","107.99K","-1.62%"
"2009- 02- 02","907.20","927.00","929.00","902.10","96.27K","-2.28%"
"2009- 01- 30","928.40","911.00","931.30","903.10","129.07K","2.42%"
"2009- 01- 29","906.50","890.00","911.30","875.70","126.38K","1.92%"
"2009- 01- 28","889.40","901.00","904.00","883.60","1.21K","-1.25%"
"2009- 01- 27","900.70","904.50","907.90","893.60","0.44K","-1.02%"
"2009- 01- 26","910.00","901.10","917.50","890.80","0.64K","1.46%"
"2009- 01- 23","896.90","855.10","904.00","854.30","1.56K","4.33%"
"2009- 01- 22","859.70","853.40","863.40","844.40","0.83K","1.02%"
"2009- 01- 21","851.00","855.70","864.00","844.30","0.34K","-0.58%"
"2009- 01- 20","856.00","845.00","867.00","825.20","0.74K","0.09%"
"2009- 01- 19","855.20","844.10","866.60","823.60","169.40K","1.72%"
"2009- 01- 16","840.70","818.40","843.20","818.40","0.30K","4.03%"
"2009- 01- 15","808.10","811.60","821.70","804.60","0.17K","-0.17%"
"2009- 01- 14","809.50","822.60","828.80","809.00","0.31K","-1.45%"
"2009- 01- 13","821.40","822.60","830.10","815.60","0.13K","-0.04%"
"2009- 01- 12","821.70","856.00","857.50","817.00","0.32K","-3.97%"
"2009- 01- 09","855.70","858.00","868.50","846.20","0.08K","0.06%"
"2009- 01- 08","855.20","843.90","863.30","840.20","0.12K","1.53%"
"2009- 01- 07","842.30","859.50","868.20","838.00","0.38K","-2.80%"
"2009- 01- 06","866.60","850.70","871.00","840.00","0.28K","0.96%"
"2009- 01- 05","858.40","881.90","886.90","848.70","0.44K","-2.45%"
"2009- 01- 02","880.00","876.70","878.50","869.30","0.02K","-0.54%"
"2008- 12- 31","884.80","863.70","884.30","861.90","0.01K","1.70%"
"2008- 12- 30","870.00","882.60","885.90","864.70","54.34K","-0.61%"
"2008- 12- 29","875.30","873.00","892.00","873.00","73.96K","0.47%"
"2008- 12- 26","871.20","847.50","874.00","843.40","23.56K","2.74%"
"2008- 12- 24","848.00","840.50","849.60","835.40","20.52K","1.18%"
"2008- 12- 23","838.10","849.00","849.80","829.80","48.85K","-1.07%"
"2008- 12- 22","847.20","839.40","853.00","836.70","54.71K","1.17%"
"2008- 12- 19","837.40","853.60","854.90","830.10","73.52K","-2.70%"
"2008- 12- 18","860.60","866.10","879.60","848.80","116.59K","-0.91%"
"2008- 12- 17","868.50","860.00","883.60","847.20","149.54K","3.06%"
"2008- 12- 16","842.70","838.20","860.80","830.20","94.90K","0.74%"
"2008- 12- 15","836.50","825.00","843.70","821.00","93.68K","1.95%"
"2008- 12- 12","820.50","820.00","829.70","807.50","91.99K","-0.74%"
"2008- 12- 11","826.60","809.60","835.30","802.50","104.53K","2.20%"
"2008- 12- 10","808.80","776.70","813.90","774.20","112.53K","4.47%"
"2008- 12- 09","774.20","772.70","780.70","762.50","71.76K","0.64%"
"2008- 12- 08","769.30","755.20","782.80","754.10","79.72K","2.27%"
"2008- 12- 05","752.20","766.70","773.30","741.20","104.92K","-1.74%"
"2008- 12- 04","765.50","775.00","790.00","763.00","90.62K","-0.65%"
"2008- 12- 03","770.50","783.60","784.00","764.10","80.38K","-1.63%"
"2008- 12- 02","783.30","768.80","788.20","761.80","78.05K","0.84%"
"2008- 12- 01","776.80","819.00","820.00","768.00","100.42K","-5.15%"
"2008- 11- 28","819.00","812.30","822.00","810.60","41.00K","0.95%"
"2008- 11- 26","811.30","821.50","824.60","809.60","79.20K","-1.00%"
"2008- 11- 25","819.50","815.50","834.00","803.70","1.42K","-0.05%"
"2008- 11- 24","819.90","803.60","830.30","788.70","0.61K","3.51%"
"2008- 11- 21","792.10","749.70","801.90","749.10","0.64K","5.74%"
"2008- 11- 20","749.10","741.20","751.80","737.60","0.09K","1.72%"
"2008- 11- 19","736.40","737.80","763.10","734.10","0.36K","0.42%"
"2008- 11- 18","733.30","739.10","739.80","733.70","0.32K","-1.28%"
"2008- 11- 17","742.80","740.50","747.30","733.00","0.24K","-0.11%"
"2008- 11- 14","743.60","729.10","750.00","727.70","0.37K","5.36%"
"2008- 11- 13","705.80","711.80","730.80","700.00","0.09K","-1.85%"
"2008- 11- 12","719.10","733.20","735.70","710.00","0.11K","-1.96%"
"2008- 11- 11","733.50","739.70","739.70","729.20","0.24K","-1.91%"
"2008- 11- 10","747.80","756.70","756.70","746.20","0.76K","1.64%"
"2008- 11- 07","735.70","733.20","733.20","733.20","0.75K","0.29%"
"2008- 11- 06","733.60","738.50","753.30","732.00","0.97K","-1.36%"
"2008- 11- 05","743.70","743.70","743.70","743.70","0.66K","-1.96%"
"2008- 11- 04","758.60","734.00","770.00","734.00","0.67K","4.27%"
"2008- 11- 03","727.50","739.20","739.20","739.20","0.00K","1.20%"
"2008- 10- 31","718.90","718.90","718.90","718.90","96.73K","-2.65%"
